state,district,crop,season,area,rainfall,temperature,production,yield
Assam,Goalpara,Tea,Zaid,25.03,1592.68,21.1,38.15,1.52
Maharashtra,Thane,Jowar,Zaid,36.83,2182.89,20.25,16.92,0.46
Assam,Karbi Anglong,Sugarcane,Kharif,28.87,2079.44,30.56,1098.61,38.06
Assam,Tinsukia,Banana,Rabi,19.84,1649.57,31.34,585.52,29.51
Haryana,Jhajjar,Mustard,Zaid,48.42,655.93,42.22,20.61,0.43
Telangana,Siddipet,Chilli,Zaid,36.39,831.32,41.75,54.01,1.48
Maharashtra,Nashik,Cotton,Kharif,26.68,1394.59,34.91,22.86,0.86
Madhya Pradesh,Hoshangabad,Gram,Rabi,40.19,1388.59,30.79,21.19,0.53
Odisha,Koraput,Jute,Rabi,35.98,1708.13,22.92,82.84,2.3
Haryana,Kurukshetra,Rice,Kharif,38.56,498.66,28.51,79.29,2.06
Kerala,Kasaragod,Rice,Zaid,7.95,3073.08,33.64,11.95,1.5
Assam,Nagaon,Sugarcane,Rabi,48.32,2506.28,21.97,1739.4,36.0
Andhra Pradesh,Chittoor,Rice,Zaid,16.51,748.01,33.49,28.16,1.71
Madhya Pradesh,Sagar,Gram,Rabi,39.82,1330.84,31.05,11.44,0.29
Kerala,Malappuram,Coconut,Zaid,47.42,2336.77,23.83,301.52,6.36
Madhya Pradesh,Ujjain,Rice,Kharif,6.72,995.33,18.93,13.98,2.08
Assam,Nagaon,Tea,Rabi,44.93,1786.48,16.24,48.98,1.09
Kerala,Alappuzha,Banana,Kharif,0.82,3162.62,25.36,13.31,16.32
Assam,Barpeta,Sugarcane,Kharif,9.98,1947.11,32.17,523.36,52.43
Karnataka,Bangalore Urban,Rice,Rabi,8.13,2015.68,35.5,13.46,1.66
Rajasthan,Alwar,Gram,Zaid,48.95,261.3,30.31,30.02,0.61
Andhra Pradesh,Kurnool,Sugarcane,Rabi,49.76,1018.08,36.26,3515.65,70.66
Bihar,Gaya,Sugarcane,Zaid,37.47,1592.7,24.18,2651.69,70.77
Telangana,Warangal,Chilli,Rabi,37.87,892.88,36.46,48.72,1.29
Rajasthan,Jaipur,Gram,Rabi,28.28,711.6,25.35,23.48,0.83
Karnataka,Belgaum,Cotton,Rabi,2.92,3048.27,29.14,2.87,0.98
Telangana,Mahabubnagar,Maize,Kharif,32.76,898.18,31.68,60.34,1.84
Andhra Pradesh,West Godavari,Tobacco,Kharif,35.14,786.63,33.52,50.71,1.44
Tamil Nadu,Salem,Rice,Zaid,26.05,699.1,35.47,37.67,1.45
Andhra Pradesh,Prakasam,Rice,Kharif,16.46,621.21,28.71,35.4,2.15
Kerala,Ernakulam,Banana,Zaid,23.02,2200.71,28.88,729.42,31.69
Kerala,Kasaragod,Coconut,Rabi,41.7,2100.69,28.96,317.04,7.6
Uttar Pradesh,Meerut,Sugarcane,Rabi,30.16,799.45,27.19,1216.62,40.34
Assam,Tinsukia,Banana,Kharif,10.17,2456.46,17.76,140.68,13.83
Andhra Pradesh,West Godavari,Cotton,Zaid,7.82,733.69,36.4,11.71,1.5
Karnataka,Mysore,Rice,Zaid,36.46,2970.69,35.67,43.39,1.19
Rajasthan,Udaipur,Bajra,Zaid,42.81,788.08,27.08,26.36,0.62
Haryana,Rohtak,Cotton,Rabi,32.85,325.53,33.59,39.94,1.22
Tamil Nadu,Dindigul,Cotton,Zaid,41.01,1009.01,33.5,49.68,1.21
Punjab,Kapurthala,Cotton,Rabi,9.8,675.63,22.44,11.06,1.13
Kerala,Malappuram,Coffee,Zaid,39.66,3906.72,33.45,17.26,0.44
Punjab,Ferozepur,Cotton,Zaid,49.28,626.46,6.35,40.8,0.83
Punjab,Gurdaspur,Maize,Kharif,36.33,791.29,8.93,58.68,1.62
Tamil Nadu,Madurai,Sugarcane,Kharif,11.49,1495.02,21.76,758.67,66.05
Punjab,Gurdaspur,Cotton,Rabi,0.58,757.68,43.8,0.79,1.35
Odisha,Sundargarh,Turmeric,Zaid,16.01,1735.1,34.19,46.8,2.92
Bihar,Begusarai,Sugarcane,Zaid,13.61,1050.11,24.74,548.42,40.29
West Bengal,Malda,Tea,Rabi,1.84,2233.63,23.16,3.14,1.71
Punjab,Ferozepur,Rice,Zaid,6.62,679.23,29.45,10.25,1.55
Assam,Karbi Anglong,Banana,Rabi,7.83,1551.78,20.55,157.58,20.12
Gujarat,Vadodara,Rice,Rabi,23.08,960.55,29.11,47.03,2.04
Haryana,Bhiwani,Cotton,Zaid,42.98,538.14,40.83,55.98,1.3
Rajasthan,Alwar,Gram,Kharif,27.12,123.28,37.46,12.42,0.46
Andhra Pradesh,Prakasam,Groundnut,Zaid,31.82,953.17,22.52,23.67,0.74
Bihar,Patna,Sugarcane,Zaid,22.27,1124.55,37.4,1056.57,47.44
Maharashtra,Kolhapur,Soybean,Kharif,33.44,1340.92,23.66,30.23,0.9
Madhya Pradesh,Satna,Sugarcane,Kharif,29.18,815.75,34.33,1747.28,59.88
Telangana,Rangareddy,Turmeric,Rabi,4.65,768.5,30.37,18.1,3.89
Madhya Pradesh,Vidisha,Rice,Kharif,40.92,927.58,26.67,105.28,2.57
Tamil Nadu,Nagapattinam,Sugarcane,Zaid,30.06,1220.91,28.79,2239.05,74.49
Tamil Nadu,Erode,Cotton,Zaid,23.89,1127.42,24.22,34.25,1.43
Bihar,Vaishali,Wheat,Kharif,44.59,1328.9,20.59,52.13,1.17
Rajasthan,Bhilwara,Maize,Kharif,31.4,300.8,13.13,35.98,1.15
Andhra Pradesh,YSR Kadapa,Sugarcane,Kharif,43.74,1185.31,35.13,2818.36,64.43
Andhra Pradesh,Chittoor,Rice,Kharif,12.14,792.19,33.41,20.64,1.7
Kerala,Kozhikode,Rubber,Rabi,7.1,2703.21,22.69,11.39,1.6
Andhra Pradesh,East Godavari,Cotton,Kharif,48.02,605.08,26.7,58.6,1.22
Haryana,Jhajjar,Bajra,Rabi,31.78,608.86,43.58,20.35,0.64
Odisha,Kalahandi,Turmeric,Kharif,33.04,1706.03,38.58,130.8,3.96
Rajasthan,Jaipur,Bajra,Rabi,14.55,556.75,45.44,14.18,0.98
Rajasthan,Nagaur,Bajra,Zaid,28.0,248.72,7.25,13.59,0.49
Uttar Pradesh,Agra,Gram,Kharif,24.13,1098.45,38.41,5.63,0.23
Telangana,Siddipet,Rice,Rabi,10.34,772.65,20.44,13.61,1.32
West Bengal,Bardhaman,Wheat,Rabi,49.84,2161.55,26.31,48.23,0.97
Madhya Pradesh,Jabalpur,Wheat,Zaid,41.12,1289.65,16.54,90.83,2.21
Punjab,Hoshiarpur,Sugarcane,Kharif,1.23,563.82,30.15,74.22,60.13
Odisha,Ganjam,Sesame,Zaid,37.73,1340.43,31.71,6.68,0.18
Odisha,Khurda,Jute,Kharif,27.67,1521.46,34.85,53.37,1.93
Madhya Pradesh,Ujjain,Rice,Zaid,34.66,842.5,14.07,51.25,1.48
Haryana,Gurugram,Rice,Kharif,32.01,777.79,16.31,50.67,1.58
Odisha,Koraput,Sesame,Zaid,34.03,1258.5,19.59,5.02,0.15
Punjab,Kapurthala,Sugarcane,Rabi,10.72,785.99,26.45,421.31,39.29
Maharashtra,Ratnagiri,Groundnut,Kharif,43.59,2634.56,27.29,38.76,0.89
Bihar,Saharsa,Potato,Kharif,29.82,1242.77,20.5,455.92,15.29
Telangana,Nizamabad,Sugarcane,Kharif,0.99,1098.14,37.03,64.84,65.41
Odisha,Cuttack,Jute,Zaid,11.73,1465.04,22.14,15.88,1.35
Rajasthan,Jaipur,Gram,Rabi,41.54,672.35,46.04,14.27,0.34
Madhya Pradesh,Gwalior,Gram,Zaid,44.44,1096.1,18.09,19.25,0.43
Tamil Nadu,Salem,Banana,Rabi,11.42,614.71,38.62,212.12,18.58
Madhya Pradesh,Ujjain,Gram,Zaid,47.94,1344.27,30.86,14.74,0.31
Punjab,Patiala,Cotton,Rabi,47.32,464.35,44.37,69.51,1.47
Uttar Pradesh,Lucknow,Sugarcane,Zaid,19.3,1104.57,12.41,994.31,51.52
Tamil Nadu,Chennai,Banana,Rabi,27.81,805.76,20.99,787.11,28.3
Punjab,Bathinda,Maize,Zaid,46.1,769.57,13.69,78.83,1.71
Bihar,Purnia,Lentil,Kharif,30.92,1106.37,27.68,11.7,0.38
Bihar,Nalanda,Maize,Zaid,42.25,1342.47,10.71,82.08,1.94
Uttar Pradesh,Lucknow,Wheat,Zaid,24.51,744.0,9.1,40.49,1.65
Andhra Pradesh,Prakasam,Rice,Kharif,13.88,1072.49,30.14,34.53,2.49
Maharashtra,Kolhapur,Jowar,Kharif,14.09,2416.2,21.81,6.35,0.45
Karnataka,Mysore,Ragi,Zaid,21.37,2788.6,23.51,14.04,0.66
Uttar Pradesh,Gorakhpur,Wheat,Rabi,44.35,1121.38,42.89,56.11,1.27
Punjab,Jalandhar,Potato,Rabi,1.42,766.42,27.43,19.12,13.5
Karnataka,Bangalore Rural,Rice,Rabi,35.97,923.37,31.95,86.53,2.41
Uttar Pradesh,Kanpur,Gram,Kharif,15.34,832.99,23.35,7.19,0.47
West Bengal,Birbhum,Jute,Zaid,22.86,1747.98,15.0,47.88,2.09
Haryana,Kurukshetra,Cotton,Zaid,31.03,439.91,43.36,43.48,1.4
Rajasthan,Jaipur,Barley,Rabi,43.61,200.68,27.86,54.78,1.26
Telangana,Sangareddy,Cotton,Kharif,42.27,1075.11,33.57,52.83,1.25
Andhra Pradesh,Guntur,Tobacco,Zaid,46.53,800.44,26.07,91.54,1.97
Andhra Pradesh,Guntur,Groundnut,Rabi,20.41,779.13,29.3,28.8,1.41
Maharashtra,Nagpur,Sugarcane,Rabi,20.16,2008.48,39.86,1160.83,57.58
Andhra Pradesh,East Godavari,Groundnut,Kharif,4.61,937.04,26.18,4.92,1.07
Kerala,Palakkad,Rubber,Kharif,46.06,3500.96,26.1,60.8,1.32
Haryana,Panipat,Wheat,Kharif,2.36,750.62,7.48,5.09,2.16
Punjab,Amritsar,Sugarcane,Kharif,11.49,786.85,37.88,547.25,47.65
Telangana,Nalgonda,Chilli,Zaid,18.27,900.61,33.62,29.28,1.6
West Bengal,Nadia,Tea,Zaid,2.97,2362.52,18.82,4.0,1.35
Tamil Nadu,Tiruchirappalli,Sugarcane,Rabi,7.37,1049.97,31.05,332.1,45.04
Uttar Pradesh,Meerut,Sugarcane,Zaid,31.96,1124.67,14.08,1121.46,35.09
Maharashtra,Solapur,Groundnut,Kharif,27.61,2713.07,21.3,19.01,0.69
West Bengal,Hooghly,Rice,Kharif,40.48,1799.25,29.47,132.86,3.28
Andhra Pradesh,Krishna,Chilli,Zaid,6.26,1089.3,26.77,7.68,1.23
Maharashtra,Nagpur,Jowar,Kharif,41.81,1945.64,40.33,14.42,0.34
Rajasthan,Chittorgarh,Bajra,Rabi,7.03,301.63,31.51,7.22,1.03
West Bengal,Hooghly,Jute,Kharif,12.64,2174.05,38.08,27.3,2.16
Maharashtra,Pune,Soybean,Zaid,37.32,1555.0,20.79,31.17,0.84
Tamil Nadu,Kancheepuram,Sugarcane,Kharif,34.14,1088.95,35.95,2533.86,74.21
Telangana,Nizamabad,Sugarcane,Rabi,15.09,1153.46,31.77,677.81,44.93
West Bengal,Hooghly,Rice,Rabi,0.78,2269.6,34.51,2.03,2.61
Rajasthan,Alwar,Bajra,Rabi,36.74,328.06,12.5,29.08,0.79
Madhya Pradesh,Sagar,Gram,Rabi,30.16,1400.9,16.52,14.28,0.47
Kerala,Malappuram,Coffee,Kharif,26.81,3044.1,25.21,13.85,0.52
Haryana,Faridabad,Cotton,Kharif,0.79,785.48,42.72,0.94,1.2
Karnataka,Bellary,Coffee,Kharif,16.83,1125.2,22.92,15.26,0.91
Gujarat,Valsad,Rice,Kharif,15.28,1215.78,34.17,35.05,2.29
Assam,Lakhimpur,Banana,Kharif,27.58,2541.43,27.53,624.57,22.64
Uttar Pradesh,Mathura,Rice,Zaid,26.93,874.42,36.59,38.07,1.41
Karnataka,Bangalore Urban,Ragi,Zaid,49.99,1525.4,36.03,48.09,0.96
Kerala,Ernakulam,Tea,Rabi,21.64,3810.49,35.71,22.93,1.06
Uttar Pradesh,Moradabad,Mustard,Kharif,32.61,1083.55,41.91,12.37,0.38
Haryana,Bhiwani,Sugarcane,Zaid,20.17,634.86,11.93,914.62,45.35
Odisha,Khurda,Groundnut,Rabi,44.49,1446.82,19.1,20.04,0.45
Uttar Pradesh,Meerut,Mustard,Zaid,15.16,965.22,11.14,8.23,0.54
Punjab,Bathinda,Sugarcane,Zaid,20.13,639.87,44.62,577.27,28.67
Haryana,Kurukshetra,Sugarcane,Zaid,36.3,563.92,31.59,1407.36,38.77
Telangana,Rangareddy,Maize,Rabi,46.57,881.98,25.3,122.1,2.62
West Bengal,Malda,Jute,Kharif,19.55,2378.44,24.74,36.41,1.86
Madhya Pradesh,Hoshangabad,Wheat,Kharif,38.48,1596.13,41.37,25.41,0.66
Odisha,Mayurbhanj,Sesame,Kharif,21.95,1286.74,35.59,4.31,0.2
Haryana,Gurugram,Wheat,Zaid,35.65,391.48,42.86,41.14,1.15
Uttar Pradesh,Varanasi,Gram,Rabi,2.7,926.52,7.78,1.04,0.39
Telangana,Sangareddy,Chilli,Kharif,49.8,1105.43,18.05,57.81,1.16
Rajasthan,Kota,Barley,Kharif,9.52,120.89,12.61,15.93,1.67
Uttar Pradesh,Mathura,Mustard,Kharif,14.26,838.62,10.07,10.48,0.73
Andhra Pradesh,Anantapur,Tobacco,Zaid,27.46,674.12,28.53,37.45,1.36
Tamil Nadu,Thanjavur,Sugarcane,Kharif,25.24,1404.16,28.2,1801.96,71.41
Bihar,Saran,Lentil,Rabi,49.03,1551.76,12.07,13.67,0.28
Telangana,Warangal,Rice,Rabi,24.01,906.89,31.25,54.43,2.27
Haryana,Hisar,Mustard,Rabi,46.35,733.93,41.32,23.78,0.51
Telangana,Nizamabad,Chilli,Rabi,2.12,1046.55,22.64,2.71,1.28
Rajasthan,Jodhpur,Bajra,Rabi,37.67,402.34,14.75,36.19,0.96
Madhya Pradesh,Dewas,Sugarcane,Rabi,45.78,870.93,14.7,2044.32,44.66
Karnataka,Mandya,Sugarcane,Kharif,34.08,1695.36,26.31,2082.48,61.1
Bihar,Munger,Maize,Rabi,46.99,1182.62,38.97,63.56,1.35
Uttar Pradesh,Meerut,Wheat,Kharif,27.11,629.01,32.71,61.22,2.26
Punjab,Patiala,Cotton,Rabi,23.0,716.46,2.57,25.79,1.12
Odisha,Puri,Rice,Zaid,4.43,1203.98,33.79,8.08,1.82
Assam,Tinsukia,Rice,Zaid,22.94,1716.63,32.41,68.43,2.98
Odisha,Sambalpur,Turmeric,Rabi,36.09,1217.81,23.17,165.27,4.58
Maharashtra,Nagpur,Cotton,Zaid,21.62,1592.74,19.97,18.94,0.88
Telangana,Khammam,Chilli,Zaid,16.32,740.31,41.03,24.2,1.48
Tamil Nadu,Nagapattinam,Coconut,Zaid,5.83,1016.82,29.48,41.92,7.2
Maharashtra,Satara,Rice,Kharif,35.98,511.66,19.5,68.1,1.89
Uttar Pradesh,Kanpur,Sugarcane,Kharif,37.48,1041.2,31.31,2074.36,55.34
Karnataka,Bangalore Rural,Sugarcane,Zaid,19.52,1913.43,20.02,1080.38,55.36
Bihar,Muzaffarpur,Lentil,Zaid,14.3,1504.38,38.05,4.01,0.28
Karnataka,Bangalore Urban,Jowar,Kharif,45.74,721.65,19.34,23.28,0.51
Haryana,Rohtak,Sugarcane,Zaid,17.96,530.65,21.34,662.48,36.9
Karnataka,Dakshina Kannada,Cotton,Rabi,49.99,832.13,37.03,63.85,1.28
Uttar Pradesh,Mathura,Sugarcane,Zaid,3.04,756.2,21.26,118.65,38.98
Odisha,Sambalpur,Sesame,Rabi,39.24,1352.77,17.75,5.31,0.14
Tamil Nadu,Cuddalore,Cotton,Kharif,22.56,1389.26,39.34,20.18,0.89
Tamil Nadu,Madurai,Banana,Rabi,49.87,1373.16,34.05,1433.15,28.74
Assam,Karbi Anglong,Sugarcane,Kharif,11.02,2932.16,15.89,261.84,23.77
Bihar,Patna,Potato,Kharif,48.13,1187.41,38.91,406.65,8.45
Assam,Sivasagar,Banana,Rabi,48.07,1683.74,20.96,1465.19,30.48
Telangana,Siddipet,Cotton,Zaid,0.87,762.57,20.64,1.23,1.41
Gujarat,Banaskantha,Rice,Rabi,37.4,1470.88,42.45,68.8,1.84
Maharashtra,Satara,Cotton,Zaid,26.89,765.03,23.57,37.42,1.39
Rajasthan,Bhilwara,Bajra,Rabi,21.54,614.28,22.33,18.37,0.85
Punjab,Jalandhar,Sugarcane,Rabi,8.91,890.86,35.58,618.68,69.44
Odisha,Cuttack,Groundnut,Rabi,24.9,1254.87,27.41,19.42,0.78
Gujarat,Rajkot,Cotton,Zaid,11.01,488.47,18.95,13.09,1.19
Tamil Nadu,Tirunelveli,Coconut,Zaid,46.04,1069.95,38.76,286.19,6.22
Kerala,Alappuzha,Rubber,Zaid,31.11,2961.98,22.67,30.69,0.99
Uttar Pradesh,Agra,Potato,Rabi,2.53,1036.33,7.14,40.07,15.85
Madhya Pradesh,Jabalpur,Sugarcane,Rabi,5.12,999.01,42.56,280.61,54.77
Telangana,Nizamabad,Rice,Zaid,23.17,769.03,38.87,47.6,2.05
Madhya Pradesh,Bhopal,Sugarcane,Rabi,48.81,928.4,31.38,3129.75,64.12
Assam,Barpeta,Rice,Zaid,49.58,2483.52,12.67,69.23,1.4
Andhra Pradesh,Visakhapatnam,Groundnut,Rabi,8.94,837.05,27.32,13.84,1.55
Haryana,Kurukshetra,Sugarcane,Kharif,21.93,658.14,24.36,1192.6,54.37
Karnataka,Bellary,Jowar,Rabi,34.7,3148.79,19.65,10.34,0.3
Uttar Pradesh,Agra,Wheat,Zaid,30.78,1181.02,11.63,50.85,1.65
Kerala,Ernakulam,Coconut,Zaid,10.29,2738.4,32.36,79.05,7.68
Haryana,Bhiwani,Wheat,Zaid,30.96,311.72,39.65,50.57,1.63
Gujarat,Surat,Tobacco,Zaid,24.88,1404.76,42.02,24.59,0.99
Maharashtra,Ahmednagar,Cotton,Rabi,9.39,2175.91,32.1,9.8,1.04
Assam,Sivasagar,Tea,Zaid,8.23,2973.98,14.32,14.27,1.73
Maharashtra,Satara,Cotton,Kharif,8.81,2408.4,26.11,5.9,0.67
Karnataka,Mysore,Coffee,Zaid,20.83,779.69,30.39,12.64,0.61
Karnataka,Dharwad,Sugarcane,Zaid,9.11,953.74,25.17,357.98,39.28
Assam,Kamrup,Potato,Kharif,10.35,2159.32,12.02,92.26,8.92
Uttar Pradesh,Bareilly,Potato,Rabi,1.23,720.04,20.48,23.02,18.73
Karnataka,Shimoga,Rice,Zaid,44.05,3348.99,31.41,50.5,1.15
Gujarat,Vadodara,Groundnut,Zaid,19.58,1276.72,23.06,17.62,0.9
Haryana,Karnal,Rice,Zaid,41.09,768.02,28.47,96.44,2.35
Rajasthan,Barmer,Bajra,Kharif,21.87,410.02,5.37,12.94,0.59
West Bengal,Birbhum,Rice,Zaid,38.65,2337.47,17.39,88.73,2.3
Punjab,Bathinda,Potato,Zaid,38.5,585.5,15.2,880.78,22.88
West Bengal,Bardhaman,Jute,Zaid,22.13,1891.25,28.61,42.78,1.93
Odisha,Puri,Sugarcane,Kharif,32.95,1588.44,22.12,1887.89,57.29
Maharashtra,Ahmednagar,Jowar,Zaid,18.19,1820.51,34.5,6.63,0.36
Maharashtra,Solapur,Cotton,Kharif,33.07,2224.01,33.48,31.27,0.95
Uttar Pradesh,Meerut,Sugarcane,Rabi,44.56,924.92,14.07,1823.67,40.93
Gujarat,Valsad,Rice,Kharif,7.0,1192.47,40.16,13.05,1.86
West Bengal,Malda,Potato,Kharif,39.53,2174.43,13.13,304.97,7.71
Punjab,Amritsar,Rice,Zaid,37.76,876.44,33.95,73.0,1.93
Kerala,Kasaragod,Coffee,Rabi,33.0,2172.78,32.24,20.88,0.63
Uttar Pradesh,Allahabad,Gram,Kharif,45.83,846.32,21.83,32.17,0.7
Andhra Pradesh,YSR Kadapa,Groundnut,Kharif,4.75,1111.45,32.88,3.86,0.81
Assam,Karbi Anglong,Jute,Kharif,2.96,2138.1,32.27,8.15,2.75
Uttar Pradesh,Agra,Wheat,Rabi,37.65,958.37,22.3,57.4,1.52
Rajasthan,Kota,Gram,Kharif,13.26,692.49,34.63,10.12,0.76
Madhya Pradesh,Dewas,Soybean,Zaid,14.65,1412.66,31.6,14.0,0.96
Gujarat,Bharuch,Groundnut,Kharif,35.94,777.13,33.45,39.19,1.09
Maharashtra,Satara,Cotton,Zaid,22.63,1690.93,35.22,18.8,0.83
Telangana,Nizamabad,Sugarcane,Zaid,49.48,1034.25,24.39,2662.95,53.82
Gujarat,Ahmedabad,Bajra,Rabi,17.76,494.22,29.47,22.4,1.26
Rajasthan,Bhilwara,Barley,Kharif,18.73,447.03,42.82,28.75,1.54
Tamil Nadu,Madurai,Cotton,Kharif,24.46,1382.36,25.64,34.69,1.42
Rajasthan,Bhilwara,Maize,Kharif,16.17,462.39,36.94,20.18,1.25
Assam,Goalpara,Potato,Kharif,23.23,2218.38,26.55,201.14,8.66
Haryana,Sirsa,Bajra,Rabi,15.57,499.24,16.64,9.94,0.64
Bihar,Muzaffarpur,Wheat,Rabi,12.19,1530.31,10.12,13.68,1.12
Punjab,Amritsar,Wheat,Rabi,15.36,882.5,12.32,44.18,2.88
Andhra Pradesh,Srikakulam,Sugarcane,Zaid,20.08,1049.75,23.96,999.86,49.79
Telangana,Nizamabad,Turmeric,Zaid,44.84,1038.39,31.34,266.89,5.95
Rajasthan,Alwar,Bajra,Zaid,23.69,734.52,43.77,16.98,0.72
Karnataka,Mysore,Cotton,Rabi,3.56,2797.74,32.23,3.77,1.06
Karnataka,Dharwad,Sugarcane,Rabi,47.77,2772.94,26.78,1916.8,40.13
Bihar,Bhagalpur,Wheat,Rabi,46.56,1335.47,28.6,66.03,1.42
Kerala,Malappuram,Coconut,Rabi,44.54,2052.41,32.38,405.03,9.09
Gujarat,Amreli,Groundnut,Rabi,23.85,439.25,15.83,22.07,0.93
Rajasthan,Sikar,Barley,Kharif,1.1,524.83,20.68,2.12,1.93
Maharashtra,Kolhapur,Jowar,Zaid,42.26,2735.43,27.09,16.46,0.39
Odisha,Ganjam,Turmeric,Rabi,19.08,1222.43,27.55,128.79,6.75
Rajasthan,Alwar,Mustard,Rabi,14.93,600.48,22.23,10.25,0.69
Telangana,Karimnagar,Chilli,Zaid,28.07,1137.81,36.12,49.65,1.77
West Bengal,Howrah,Potato,Rabi,26.81,2442.51,34.07,167.83,6.26
Uttar Pradesh,Bareilly,Sugarcane,Rabi,43.3,636.95,29.52,2250.58,51.98
Madhya Pradesh,Sagar,Soybean,Rabi,47.23,947.67,17.94,50.43,1.07
Telangana,Nalgonda,Turmeric,Kharif,12.03,956.65,19.52,45.43,3.78
Maharashtra,Sangli,Soybean,Rabi,8.4,581.36,20.35,8.09,0.96
Kerala,Kollam,Tea,Zaid,3.33,3235.16,26.74,4.34,1.3
Odisha,Balasore,Turmeric,Kharif,17.06,1685.14,20.19,50.34,2.95
West Bengal,Malda,Tea,Rabi,45.75,2262.28,17.74,65.01,1.42
Maharashtra,Sangli,Groundnut,Kharif,14.23,1183.24,23.5,12.82,0.9
Odisha,Balasore,Groundnut,Rabi,18.55,1345.75,26.65,13.9,0.75
Punjab,Ferozepur,Cotton,Rabi,10.04,474.8,38.86,10.29,1.03
Uttar Pradesh,Lucknow,Rice,Zaid,14.79,902.41,39.68,19.12,1.29
Haryana,Sirsa,Mustard,Kharif,13.72,784.56,18.5,10.21,0.74
Maharashtra,Pune,Groundnut,Kharif,21.92,1646.9,33.7,17.46,0.8
Andhra Pradesh,Srikakulam,Groundnut,Zaid,4.73,1194.99,34.33,3.77,0.8
Andhra Pradesh,Srikakulam,Groundnut,Rabi,41.63,644.64,35.03,45.68,1.1
Gujarat,Vadodara,Groundnut,Zaid,3.07,321.43,39.39,2.16,0.7
Rajasthan,Jodhpur,Mustard,Rabi,31.41,615.27,7.45,29.37,0.93
Rajasthan,Sikar,Barley,Zaid,4.99,123.89,37.26,3.93,0.79
Bihar,Bhagalpur,Wheat,Kharif,31.64,1513.57,28.71,34.89,1.1
West Bengal,Darjeeling,Rice,Kharif,1.04,2248.04,17.93,2.5,2.41
Gujarat,Banaskantha,Wheat,Kharif,48.61,483.09,41.68,55.0,1.13
Assam,Jorhat,Rice,Zaid,4.2,1722.57,32.96,7.64,1.82
Punjab,Ferozepur,Rice,Rabi,22.03,485.1,6.12,21.43,0.97
Maharashtra,Ahmednagar,Jowar,Rabi,22.97,1613.05,28.0,11.23,0.49
Uttar Pradesh,Lucknow,Rice,Rabi,41.71,883.24,16.44,80.1,1.92
Gujarat,Kutch,Bajra,Zaid,46.84,308.85,28.54,58.52,1.25
Gujarat,Vadodara,Groundnut,Rabi,23.46,347.87,18.21,15.75,0.67
West Bengal,Bardhaman,Mustard,Rabi,16.63,2148.41,38.47,4.2,0.25
Telangana,Siddipet,Cotton,Kharif,4.04,769.57,31.59,7.37,1.83
West Bengal,Murshidabad,Jute,Kharif,9.48,1920.86,12.24,18.67,1.97
Odisha,Bhadrak,Sugarcane,Zaid,38.57,1702.28,37.8,2652.95,68.79
Maharashtra,Thane,Jowar,Rabi,47.11,2359.64,27.61,20.08,0.43
Haryana,Bhiwani,Rice,Zaid,35.22,329.03,30.19,48.83,1.39
West Bengal,Bardhaman,Mustard,Rabi,24.67,2311.82,39.36,7.74,0.31
Kerala,Kannur,Tea,Zaid,40.94,2357.57,33.06,41.15,1.01
Bihar,Purnia,Potato,Zaid,39.8,1479.99,23.93,493.85,12.41
Karnataka,Hassan,Rice,Rabi,22.38,2015.78,22.01,63.61,2.84
Tamil Nadu,Madurai,Coconut,Zaid,30.71,1452.96,38.68,171.12,5.57
Telangana,Nalgonda,Turmeric,Kharif,48.64,843.03,24.45,144.93,2.98
Odisha,Cuttack,Sugarcane,Rabi,4.81,1528.32,26.3,236.24,49.08
West Bengal,Bardhaman,Tea,Kharif,21.52,1466.47,18.7,33.78,1.57
Maharashtra,Pune,Cotton,Zaid,26.81,774.72,26.39,42.26,1.58
Tamil Nadu,Tiruchirappalli,Sugarcane,Kharif,23.44,1066.7,29.43,1506.53,64.27
Assam,Dibrugarh,Banana,Rabi,29.46,2651.28,32.49,411.62,13.97
Rajasthan,Ajmer,Bajra,Rabi,45.45,321.49,31.08,53.5,1.18
Uttar Pradesh,Meerut,Potato,Rabi,33.04,1046.65,40.34,318.3,9.63
Odisha,Sambalpur,Sesame,Kharif,36.07,1483.71,21.53,4.45,0.12
Gujarat,Vadodara,Groundnut,Zaid,42.57,455.81,19.41,42.01,0.99
Andhra Pradesh,East Godavari,Chilli,Rabi,26.51,1116.81,29.77,30.09,1.13
Bihar,Munger,Potato,Zaid,3.38,1051.43,16.83,69.22,20.46
Punjab,Bathinda,Sugarcane,Rabi,6.46,628.96,24.29,308.8,47.8
Kerala,Kasaragod,Coffee,Zaid,22.51,2837.85,26.8,14.12,0.63
Karnataka,Dakshina Kannada,Coffee,Kharif,45.46,3137.82,33.71,28.47,0.63
Karnataka,Gulbarga,Coffee,Zaid,2.27,2872.97,35.14,1.4,0.62
Bihar,Patna,Lentil,Rabi,37.98,1212.64,14.97,11.92,0.31
Assam,Barpeta,Potato,Rabi,10.95,2938.29,24.81,72.11,6.59
Karnataka,Bangalore Rural,Cotton,Zaid,14.23,1900.48,30.62,11.48,0.81
Assam,Kamrup,Potato,Zaid,29.71,1814.78,16.88,375.59,12.64
Bihar,Vaishali,Maize,Rabi,35.78,1389.32,28.45,87.76,2.45
Telangana,Karimnagar,Rice,Zaid,38.88,1029.22,31.69,67.08,1.73
West Bengal,Midnapore,Mustard,Kharif,48.74,1964.62,14.82,31.29,0.64
